Id,Label,Cluster
62,"Men's Baggies™ Shorts - 5""",6
63,Men's Balance Organic Shirt,4
64,Men's Berm Logo Responsibili-Tee®,4
65,Men's Better Sweater™ Fleece Crewneck,6
66,Men's Better Sweater™ Fleece Jacket,6
67,Men's Better Sweater™ Fleece Vest,6
68,Men's Better Sweater™ 1/2-Zip Fleece Pullover,6
69,Men's Boardshort Logo Pocket Responsibili-Tee®,4
70,Men's Boulder Fork Rain Jacket,0
71,Men's Canyonite Flannel Shirt,5
72,Men's Capilene® Cool Daily Graphic Shirt - Lands,2
73,Men's Capilene® Cool Daily Graphic Shirt - Waters,2
74,Men's Capilene® Cool Merino Blend Graphic Shirt,6
75,Men's Capilene® Cool Merino Blend Shirt,6
76,Men's Capilene® Midweight Bottoms,2
77,Men's Capilene® Midweight Crewneck,2
78,Men's Capilene® Midweight Zip-Neck Pullover,2
79,Men's Capilene® Thermal Weight Boot-Length Bottoms,2
80,Men's Capilene® Thermal Weight Bottoms,2
81,Men's Capilene® Thermal Weight Crewneck,2
82,Men's Capilene® Thermal Weight Zip-Neck Pullover,2
83,Men's Casting Logo Responsibili-Tee®,4
84,Men's Chouinard® Crest Pocket Responsibili-Tee®,4
85,Men's Classic Retro-X® Fleece Jacket,6
86,Men's Classic Retro-X® Fleece Vest,6
87,Men's Clean Climb Roots Responsibili-Tee®,4
88,Men's Corduroy Shirt,1
89,Men's Daily Snap-T® Pullover,1
90,Men's Daily Tee,1
91,Men's DAS® Light Hoody,5
92,Men's DAS® Parka,5
93,Men's Dirt Craft Bike Pants,5
94,"Men's Dirt Craft Bike Shorts - 12½""",5
95,Men's Dirt Roamer Liner Bike Bibs,5
96,Men's Dirt Roamer Bike Liner Shorts,5
97,"Men's Dirt Roamer Bike Shorts - 12½""",5
98,Men's Dirt Roamer Storm Bike Jacket,0
99,Men's Dirt Roamer Storm Bike Pants,0
100,Men's Down Sweater™ Hoody,6
101,Men's Down Sweater™ Jacket,6
102,Men's Down Sweater™ Vest,6
103,Men's Downdrift Jacket,6
104,Men's Downdrift Vest,6
105,"Men's Endless Run Shorts - 6""",2
106,Men's Endless Run Tights,2
107,Men's Fitz Roy Down Hoody,6
108,Men's Fitz Roy Icon Responsibili-Tee®,4
109,Men's Fjord Flannel Shirt,1
110,Men's Fjord Loft Shirt,1
111,Men's Pile-Lined Fjord Loft Shirt Jacket,1
112,Men’s Flying Fish Responsibili-Tee®,4
113,Men's Granite Crest Rain Jacket,0
114,Men's Granite Crest Rain Pants,0
115,Men's Hi-Loft Nano Puff® Hoody,5
116,Men's Home Water Trout Organic T-Shirt,4
117,"Men's Home Waters Volley Shorts - 16""",1
118,Men's Houdini Jacket,5
119,"Men's Hydrolock Boardshorts 2.0 - 19""",5
120,"Men's Hydropeak Boardshorts - 18""",5
121,"Men's Hydropeak Boardshorts - 21""",5
122,"Men's Hydropeak Hybrid Walk Shorts - 18""",5
123,"Men's Hydropeak Side Shore Boardshorts - 18""",5
124,"Men's Hydropeak Volley Shorts - 16""",5
125,Men's Insulated Powder Town Jacket,0
126,Men's Insulated Powder Town Pants - Regular,0
127,Men's Insulated Powder Town Pants - Short,0
128,Men's Insulated Storm Shift Jacket,0
129,Men's Insulated Storm Shift Pants,0
130,Men's Iron Forge® Fleece-Lined 5-Pocket Work Pants - Regular,1
131,Men's Iron Forge® Fleece-Lined 5-Pocket Work Pants - Short,1
132,Men's Iron Forge® Bib Work Overalls - Regular,1
133,Men's Iron Forge® Bib Work Overalls - Short,1
134,Men's Iron Forge® Canvas Chore Coat,1
135,Men's Iron Forge® Double Knee Work Pants - Short,1
136,Men's Iron Forge® Insulated Work Overalls - Regular,1
137,Men's Isthmus Deck Jacket,6
138,Men's Isthmus Parka,6
139,Men's Jackson Glacier Rain Jacket,0
140,Men's Jackson Glacier Jacket,6
141,Men's Jackson Glacier Parka,6
142,"Men's Landfarer Bike Shorts - 13""",6
143,Men's Light Gust Jacket,5
144,Men's Light Gust Shirt Jacket,5
145,Men's Light Gust Vest,5
146,Men's Daily Pocket Tee,1
147,Men's Lightweight Insulated Fjord Flannel Shirt,1
148,Men's Lightweight Stormshadow Jacket,6
149,Men's Lightweight Synchilla® Snap-T® Fleece Pullover,6
150,Men's Lightweight Unity Fitz Wildrise Crewneck,4
151,Men's Long-Sleeved Berm Logo Responsibili-Tee®,4
152,Men's Long-Sleeved Capilene® Cool Daily Graphic Shirt - Lands,2
153,Men's Long-Sleeved Capilene® Cool Daily Graphic Shirt - Waters,2
154,Men's Long-Sleeved Capilene® Cool Daily Graphic Shirt,2
155,Men's Long-Sleeved Capilene® Cool Merino Blend Graphic Shirt,6
156,Men's Long-Sleeved Capilene® Cool Merino Blend Shirt,6
157,Men's Long-Sleeved Chouinard® Crest Responsibili-Tee®,4
158,Men's Long-Sleeved Dirt Craft Bike Jersey,5
159,Men's Long-Sleeved Driftways Organic Shirt,4
160,Men's Long-Sleeved Early Rise Snap Shirt,6
161,Men's Long-Sleeved Essential Tee,1
162,Men's Long-Sleeved Home Water Trout Responsibili-Tee®,4
163,Men's Long-Sleeved Lightweight Fjord Flannel Shirt,1
164,Men's Long-Sleeved P-6 Logo Responsibili-Tee®,4
165,Men's Long-Sleeved RØ™ Surf Top,5
166,Men's Long-Sleeved Self-Guided Sun Shirt,5
167,Men's Long-Sleeved Shop Sticker Pocket Responsibili-Tee®,4
168,Men's Long-Sleeved Strataspire Responsibili-Tee®,4
169,Men's M10™ Storm Jacket,0
170,Men's M10™ Storm Pants,0
171,Men's M10™ Anorak,0
172,Men's Merino Blend 3/4-Sleeved Bike Jersey,6
173,Men's Micro D™ Fleece Crewneck,5
174,Men's Micro D™ Fleece Jacket,5
175,Men's Micro D™ Fleece Shirt,5
176,Men's Micro D™ Fleece Pullover,5
177,Men's Micro Puff® Hoody,6
178,Men's Micro Puff® Jacket,6
179,Men's Microdini 1/2-Zip Fleece Pullover,5
180,Men's Mixed Alpine Pants,5
181,"Men's Multi Trails Shorts - 8""",2
182,Men's Nano-Air® Light Hybrid Hoody,5
183,Men's Nano-Air® Light Hybrid Jacket,5
184,Men's Nano-Air® Light Bottoms,5
185,Men's Nano-Air® Light Vest,5
186,Men's Nano-Air® Ultralight Freeride Jacket,5
187,Men's Nano-Air® Ultralight Full-Zip Hoody,5
188,Men's Nano-Air® Ultralight Pullover,5
189,Men's Nano Puff® Fitz Roy Trout Hoody,5
190,Men's Nano Puff® Hoody,5
191,Men's Nano Puff® Jacket,5
192,Men's Nano Puff® Vest,5
193,Men's Nether Bike Shorts,5
194,Men's Nomader Jacket,1
195,Men's Nomader Shirt,1
196,Men's Nomader Shorts,1
197,Men's Nomader Joggers,1
198,Men's Nomader Volley Shorts,1
199,Men's Organic Cotton Corduroy Jeans - Regular,1
200,Men's Outdoor Everyday Marsupial Pullover,6
201,Men's Outdoor Everyday Pants,6
202,Men's P-6 Logo Responsibili-Tee®,4
203,"Men's Peak Mission Tights - 28""",2
204,Men's Pluma PRO Bibs,0
205,Men's Pluma PRO Jacket,0
206,Men's Point Reyes Canvas Gi Pants,1
207,Men's Point Reyes Canvas Jacket,1
208,Men's Point Reyes Canvas Shirt,1
209,Men's Powder Town Jacket,0
210,Men's Powder Town Pants - Regular,0
211,Men's Powder Town Pants - Short,0
212,Men's PowSlayer Jacket,0
213,Men's PowSlayer Pants,0
214,Men's Quandary Convertible Pants,6
215,Men's Quandary Joggers,6
216,Men's Quandary Pants - Regular,6
217,Men's Quandary Pants - Short,6
218,"Men's Quandary Shorts - 10""",6
219,Men's RØ™ Surf Top,5
220,Men's R1® Air Fleece Crewneck,5
221,Men's R1® Air Fleece Full-Zip Hoody,5
222,Men's R1® Air Fleece Jacket,5
223,Men's R1® Air Fleece Vest,5
224,Men's R1® Air Fleece Zip-Neck,5
225,Men's R1® Fleece Jacket,2
226,Men's R1® Fleece Pullover Hoody,2
227,Men's R1® Fleece Pullover,2
228,Men's R1® Fleece Vest,2
229,Men's R1® Fleece Pants,2
230,Men's R1® Lite Yulex® Short John Wetsuit,3
231,Men's R1® TechFace Fitz Roy Trout Hoody,5
232,Men's R1® TechFace Hoody,5
233,Men's R1® TechFace Jacket,5
234,Men's R1® Thermal Bottoms,5
235,Men's R1® Thermal Full-Zip Hoody,5
236,Men's R1® Thermal Jacket,5
237,Men's R1® Yulex® Impact Front-Zip Spring Suit,3
238,Men's R1® Yulex® Regulator® Back-Zip Full Wetsuit,3
239,Men's R1® Yulex® Regulator® Front-Zip Full Wetsuit,3
240,Men's R2® TechFace Pants,5
241,Men's R2® TechFace Hoody,5
242,Men's R2® TechFace Jacket,5
243,Men's R2® TechFace Pullover,5
244,Men's R2® Yulex® Regulator® Back-Zip Full Wetsuit,3
245,Men's R2® Yulex® Regulator® Front-Zip Full Wetsuit,3
246,Men's R3® Yulex® Regulator® Back-Zip Full Wetsuit,3
247,Men's R3® Yulex® Regulator® Front-Zip Full Wetsuit,3
248,Men's R3® Yulex® Regulator® Front-Zip Hooded Full Wetsuit,3
249,Men's R4® Yulex® Regulator® Front-Zip Hooded Full Wetsuit,3
250,Men's R5® Yulex® Regulator® Front-Zip Hooded Full Wetsuit,3
251,Men's Reclaimed Fleece Cardigan,6
252,Men's Reclaimed Fleece Hoody,6
253,Men's Reclaimed Fleece Jacket,6
254,Men's Recycled Wool-Blend Sweater,6
255,Men's Retro Pile Fleece Jacket,5
256,Men's Retro Pile Fleece Vest,5
257,Men's Retro Pile Half-Snap Fleece Pullover,5
258,Men's Retro-X® Fleece Hoody Jacket,5
259,Men's Reversible Down Better Sweater™,6
260,Men's Reversible Silent Down Jacket,6
261,Men's Shelled Insulator Pants,5
262,Men's Shop Sticker Pocket Responsibili-Tee®,4
263,Men's SnowDrifter Bibs,0
264,Men's SnowDrifter Jacket,0
265,Men's Storm Racer Jacket,0
266,Men's Storm Shift Jacket,0
267,Men's Storm Shift Pants - Regular,0
268,Men's Storm Shift Pants - Short,0
269,Men's Stormshadow Parka,6
270,Men's Stormstride Jacket,0
271,Men's Stormstride Pants,0
272,Men's Straight Fit Jeans - Regular,1
273,Men's Strataspire Responsibili-Tee®,4
274,"Men's Strider Pro Shorts - 5""",2
275,"Men's Strider Pro Shorts - 7""",2
276,Men's Super Free Alpine Jacket,0
277,Men's Swiftcurrent® Expedition Waders,5
278,Men's Swiftcurrent® Expedition Zip-Front Waders,5
279,Men's Swiftcurrent® Traverse Zip-Front Waders,5
280,Men's Swiftcurrent® Wading Jacket,6
281,Men's Synchilla® Fleece Jacket,6
282,Men's Synchilla® Fleece Pants,6
283,Men's Synchilla® Fleece Vest,6
284,Men's Take a Stand Responsibili-Tee®,4
285,Men's Terravia Alpine Pants - Short,5
286,Men's Terravia Peak Pants - Regular,5
287,Men's Terravia Peak Pants - Short,5
288,"Men's Terrebonne Shorts - 10""",5
289,Men's Terrebonne Trail Joggers,5
290,Men's Torrentshell 3L Rain Jacket,0
291,Men's Torrentshell 3L Rain Pants - Regular,0
292,Men's Torrentshell 3L Rain Pants - Short,0
293,Men's Trail Craft Bike Jacket,5
294,Men's Trail Craft Bike Vest,5
295,"Men's Trailfarer Running Shorts - 6""",5
296,Men's Tres 3-in-1 Parka,6
297,Men's Triolet Jacket,0
298,Men's Triolet Pants,0
299,Men's Tropic Comfort Natural Sun Crewneck,5
300,Men's Tropic Comfort Natural Graphic Sun Hoody,5
301,Men's Tropic Comfort Natural Sun Hoody,5
302,Men's Twill Traveler 5-Pocket Pants - Long,1
303,Men's Twill Traveler 5-Pocket Pants - Regular,1
304,Men's Twill Traveler Chino Pants - Regular,1
305,Men's Unity Fitz Responsibili-Tee®,4
306,Men's Untracked Bibs,0
307,Men's Untracked Jacket,0
308,Men's Untracked Pants,0
309,Men's Upstride Jacket,0
310,Men's Upstride Pants,0
311,Men's Venga Rock Pants - Regular,1
312,Men's Venga Rock Pants - Short,1
313,Men's Venga Rock Shorts,1
314,"Men's Wavefarer® Boardshorts - 19""",6
315,"Men's Wavefarer® Hybrid Walk Shorts - 18""",6
316,Men's Wind Shield Jacket,2
317,Men's Wind Shield Pants,2
318,Men's Windshadow Jacket,0
319,Men's Windshadow Parka,0
320,Men's Yulex® Impact Short John Wetsuit,3
321,Men's Yulex® Impact Wetsuit Vest,3
322,Men's Yulex® Regulator® Lite Front-Zip Full Wetsuit,3
323,Men's Yulex® Regulator® Lite Front-Zip Long-Sleeved Spring Suit,3
324,Men's Yulex® Regulator® Lite Front-Zip Long-Sleeved Wetsuit Top,3
325,Men's Yulex® Regulator® Lite Front-Zip Short-Sleeved Full Wetsuit,3
326,Men's Yulex® Regulator® Lite Long-Sleeved Wetsuit Top,3
327,Men's Yulex® Regulator® Lite Short John Wetsuit,3
328,Men's Yulex® Regulator® Lite Wetsuit Vest,3
329,Merino Wool-Blend Crew Socks,6
330,Micro D™ Fleece Gaiter,5
331,MiiR® Fitz Etch 23-oz Double Walled Insulated Water Bottle,5
332,MiiR® Geologers 12oz Insulated Camp Cup,5
333,Mountain Ski Pant Suspenders,5
334,Nano Puff™ Mitts,5
335,Natural Blend Retro Cardigan,6
336,P-6 Label Maclure Hat,1
337,P-6 Label Trad Cap,1
338,P-6 Logo LoPro Trucker Hat,1
339,P-6 Logo Trucker Hat,1
340,P-6 Logo Uprisal Hoody,4
341,Powder Town Beanie,5
342,Powder Town Headband,5
343,PowSlayer Backpack 38L,5
344,PowSlayer Beanie,5
345,R1® Air Beanie,5
346,R1® Daily Beanie,5
347,R1® Daily Gloves,5
348,R2® Yulex® Regulator® Split Toe Wetsuit Booties,3
349,R2® Yulex® Regulator® Wetsuit Gloves,3
350,R3® Yulex® Regulator® Split Toe Wetsuit Booties,3
351,R3® Yulex® Regulator® Wetsuit Gloves,3
352,R4® Yulex® Regulator® Round Toe Wetsuit Booties,3
353,R4® Yulex® Regulator® Three-Finger Wetsuit Mitts,3
354,R5® Yulex® Regulator® Round Toe Wetsuit Booties,3
355,R5® Yulex® Regulator® Wetsuit Mitts,3
356,Recycled Wool-Blend Rugby Sweater,6
357,Refugio Daypack 26L,5
358,Refugio Daypack 30L,5
359,River Salt Wading Boots,5
360,Secure Stretch Wading Belt,5
361,Snow Roller Bag 112L,5
362,SnowDrifter Pack 20L,5
363,SnowDrifter Beanie,5
364,Snowfarer Cap,6
365,Stand Up™ Trout Trucker Hat,1
366,Stealth Pack Fishing Vest,5
367,Stealth Switch Fishing Pack 9L,5
368,Strataspire Uprisal Hoody,4
369,Sun Gloves,5
370,Sun Mask,5
371,Patagonia® Brimmer Hat,5
372,"Surf Is Where You Find It: The Wisdom of the Waves: Any Time, Anywhere, Any Way (By Gerry Lopez)",5
373,Swiftcurrent® Ultralight Waders,5
374,Synchilla® Fleece Gloves,5
375,Take a Stand Trucker Hat,1
376,Tech Web Belt,5
377,Terravia Pack 28L,5
378,Terrebonne Hat,1
379,Terrebonne Visor,5
380,Unity Fitz Uprisal Hoody,4
381,Wader Repair Kit,5
382,Wading Support Belt,5
383,Wavefarer™ Bucket Hat,6
384,Winter Duckbill Running Cap,5
385,Women's Capilene® Thermal Weight Crewneck,2
386,Yulex® Regulator® Hooded Wetsuit Vest,3
387,Yulex® Regulator® Insertable Wetsuit Hood,3
388,Yulex® Regulator® Wetsuit Cap,3
389,Yulex® Wading Socks with Gravel Guard,3
390,Yulex® Wading Socks,3
391,Grade VII Down Parka,5
392,Ascensionist Climbing Pack 35L,5
393,Ascensionist Climbing Pack 55L,5
394,Cragsmith Pack 32L,5
395,Cragsmith Pack 45L,5
396,Fitz Roy Icon Trad Cap,1
397,Flying Fish LoPro Trucker Hat,1
398,Women's Ahnya Full-Zip Hoody,1
399,Women's Ahnya Pullover,1
400,Women's Ahnya Pants,1
401,Women's Airshed Pro Pullover,5
402,Women's All Seasons Bib Work Overalls - Regular,1
403,Women's All Seasons Bib Work Overalls - Short,1
404,Women's All Seasons Bomber Hoody Work Jacket,1
405,Women's All Seasons Double Knee Work Pants - Regular,1
406,Women's All Seasons Double Knee Work Pants - Short,1
407,Women's All Seasons Work Vest,1
408,Women's Alpine Guide Pants - Regular,5
409,Women's Alpine Guide Pants - Short,5
410,Women's Terravia Alpine Pants - Regular,5
411,"Women's Baggies™ Shorts - 5""",6
412,"Women's Barely Baggies™ Shorts - 2½""",6
413,Women's Better Sweater™ Fleece Jacket,6
414,Women's Better Sweater™ Fleece Vest,6
415,Women's Better Sweater™ 1/4-Zip Fleece,6
416,Women's Big Water Foul Weather Bibs,6
417,Women's Big Water Foul Weather Jacket,6
418,Women's Bottom Turn Bikini Top,5
419,Women's Boulder Fork Rain Jacket,0
420,Women's Caliza Rock Pants - Short,1
421,Women's Caliza Rock Pants - Regular,1
422,Women's Cami Bikini Top,5
423,Women's Canyonite Flannel Shirt,5
424,Women's Capilene® Cool Daily Graphic Shirt - Lands,2
425,Women's Capilene® Cool Daily Graphic Shirt - Waters,2
426,Women's Capilene® Cool Daily Graphic Shirt,2
427,Women's Capilene® Cool Daily Shirt,2
428,Women's Capilene® Cool Merino Blend Graphic Shirt,6
429,Women's Capilene® Cool Merino Blend Shirt,6
430,Women's Capilene® Midweight Bottoms,2
431,Women's Capilene® Midweight Crewneck,2
432,Women's Capilene® Midweight Zip-Neck Pullover,2
433,Women's Capilene® Thermal Weight Boot-Length Bottoms,2
434,Women's Capilene® Thermal Weight Bottoms,2
435,Women's Capilene® Thermal Weight Zip-Neck Pullover,2
436,Women's Chambeau Rock Pants,5
437,Women's Cheeky Bikini Bottoms,5
438,Women's Classic Retro-X® Fleece Jacket,6
439,Women's Classic Retro-X® Fleece Vest,6
440,Women's Cord Fjord Jacket,1
441,Women's Corduroy Overshirt Jacket,1
442,Women's Cotton Down Parka,6
443,Women's Cross Shore One-Piece Swimsuit,5
444,Women's Cross Shore Triangle Bikini Top,5
445,Women's Daily Snap-T® Pullover,1
446,Women's DAS® Light Hoody,5
447,Women's DAS® Light Skirt,5
448,Women's Dirt Craft Bike Pants,5
449,"Women's Dirt Craft Bike Shorts - 12½""",5
450,Women's Dirt Roamer Liner Bike Bibs,5
451,Women's Dirt Roamer Bike Jacket,5
452,Women's Dirt Roamer Bike Liner Shorts,5
453,Women's Dirt Roamer Bike Shorts,5
454,Women's Dirt Roamer Storm Bike Jacket,0
455,Women's Dirt Roamer Storm Bike Pants,0
456,Women's Down Sweater™ Hoody,6
457,Women's Down Sweater™ Jacket,6
458,Women's Down Sweater™ Vest,6
459,Women's Downdrift Jacket,6
460,Women's Downdrift Parka,6
461,Women's Downdrift Vest,6
462,Women's Oversized Driftways Organic Shirt,4
463,Women's Endless Run 7/8 Tights,2
464,"Women's Endless Run Shorts - 6""",2
465,Women's Everyday Cord Straight Pants,1
466,Women's Fitz Roy Down Hoody,6
467,Women's Fjord Flannel Shirt,1
468,Women's Fjord Loft Overshirt Jacket,1
469,Women's Fleetwith Jumpsuit,5
470,"Women's Funhoggers™ Shorts - 4""",1
471,Women's Granite Crest Rain Jacket,0
472,Women's Granite Crest Rain Pants,0
473,Women's Hampi Rock Pants - Regular,5
474,Women's Hi-Loft Nano Puff® Hoody,5
475,Women's Houdini Jacket,5
476,Women's Insulated Powder Town Jacket,0
477,Women's Insulated Powder Town Pants - Regular,0
478,Women's Insulated Powder Town Pants - Short,0
479,Women's Insulated Storm Shift Jacket,0
480,Women's Insulated Storm Shift Pants,0
481,Women's Iron Forge® Double Knee Work  Pants - Regular,1
482,Women's Iron Forge® Double Knee Work Pants - Short,1
483,Women's Iron Forge® Canvas Ranch Jacket,1
484,Women's Jackson Glacier Jacket,6
485,Women's Jackson Glacier Parka,6
486,Women's Landfarer Bike Shorts,5
487,Women's Light Gust Hooded Pullover,5
488,Women's Light Gust Hooded Vest,5
489,Women's Lightweight A/C™ Buttondown Shirt,1
490,Women's Lightweight A/C™ Shirt,1
491,Women's Live Simply™ Bra,2
492,Women's Long-Sleeved Capilene® Cool Daily Graphic Shirt - Lands,2
493,Women's Long-Sleeved Capilene® Cool Daily Graphic Shirt - Waters,2
494,Women's Long-Sleeved Capilene® Cool Daily Graphic Shirt,2
495,Women's Long-Sleeved Capilene® Cool Merino Blend Graphic Shirt,6
496,Women's Long-Sleeved Capilene® Cool Merino Blend Shirt,6
497,Women's Long-Sleeved Dirt Craft Bike Jersey,5
498,Women's Long-Sleeved Driftways Easy-Cut Organic Shirt,4
499,Women's Long-Sleeved Mainstay Top,1
500,Women's Long-Sleeved P-6 Logo Responsibili-Tee®,4
501,Women's Long-Sleeved Rugby Top,1
502,Women's Long-Sleeved Self-Guided Sun Shirt,5
503,Women's Lunar Dusk Fleece Hoody,5
504,Women's M10™ Storm Bibs,0
505,Women's M10™ Storm Jacket,0
506,Women's Mainstay Top,1
507,Women's Maipo 7/8 Tights,2
508,Women's Maipo 7/8 Stash Tights,2
509,Women's Maipo Dress,2
510,"Women's Maipo Shorts - 8""",2
511,Women's Maipo Tank Top,2
512,Women's Maipo Low-Impact Adjustable Bra,2
513,Women's Maipo Mid-Impact Bra,2
514,Women's Merino Blend 3/4-Sleeved Bike Jersey,6
515,Women's Micro D™ Fleece Hoody,5
516,Women's Micro D™ 1/2-Zip Fleece Pullover,5
517,Women's Micro Puff® Hoody,6
518,Women's Micro Puff® Jacket,6
519,Women's Mixed Alpine Pants,5
520,"Women's Multi Trails Shorts - 5½""",2
521,Women's Nano-Air® Light Hybrid Hoody,5
522,Women's Nano-Air® Light Bottoms,5
523,Women's Nano-Air® Light Vest,5
524,Women's Nano-Air® Ultralight Freeride Jacket,5
525,Women's Nano-Air® Ultralight Full-Zip Hoody,5
526,Women's Nano-Air® Ultralight Pullover,5
527,Women's Nano Puff® Fitz Roy Trout Hoody,5
528,Women's Nano Puff® Hoody,5
529,Women's Nano Puff® Jacket,5
530,Women's Nano Puff® Vest,5
531,Women's Nether Bike Shorts,5
532,Women's Outdoor Everyday Cargo Pants,6
533,Women's Outdoor Everyday Rain Jacket,6
534,Women's Outdoor Everyday Skort,6
535,Women's P-6 Logo Responsibili-Tee®,4
536,Women's Pack Out Hike Tights,5
537,"Women's Peak Mission Tights - 27""",2
538,Women's Pine Bank 3-in-1 Parka,5
539,Women's Pluma PRO Bibs,0
540,Women's Pluma PRO Jacket,0
541,Women's Point Reyes Canvas Coat,1
542,Women's Point Reyes Canvas Overalls,1
543,Women's Point Reyes Canvas Skirt,1
544,Women's Point Reyes Canvas Wide-Leg Pants,1
545,Women's Powder Town Jacket,0
546,Women's Powder Town Pants,0
547,Women's PowSlayer Jacket,0
548,Women's PowSlayer Pants,0
549,Women's Quandary Pants - Regular,6
550,Women's Quandary Pants - Short,6
551,"Women's Quandary Shorts - 5""",6
552,"Women's Quandary Shorts - 7""",6
553,Women's R1® Air Fleece Full-Zip Hoody,5
554,Women's R1® Air Fleece Jacket,5
555,Women's R1® Air Fleece Vest,5
556,Women's R1® Air Fleece Zip-Neck,5
557,Women's R1® CrossStrata Hoody,5
558,Women's R1® Fleece Jacket,2
559,Women's R1® Fleece Pullover Hoody,2
560,Women's R1® Fleece Pullover,2
561,Women's R1® Fleece Vest,2
562,Women's R1® Fleece Pants,2
563,Women's R1® Thermal Bottoms,5
564,Women's R1® Thermal Full-Zip Hoody,5
565,Women's R1® Thermal Jacket,5
566,Women's R1® Yulex® Regulator® Front-Zip Full Wetsuit,3
567,Women's R2® CrossStrata Pants,5
568,Women's R2® CrossStrata Hoody,5
569,Women's R2® CrossStrata Jacket,5
570,Women's R2® CrossStrata Pullover,5
571,Women's R2® Yulex® Regulator® Front-Zip Full Wetsuit,3
572,Women's R3® Yulex® Regulator® Front-Zip Full Wetsuit,3
573,Women's R4® Yulex® Regulator® Front-Zip Hooded Full Wetsuit,3
574,Women's Recycled Down Sweater™ Parka,6
575,Women's Recycled Wool-Blend Crewneck Sweater,6
576,Women's Recycled Wool-Blend Sweater Jacket,6
577,Women's Recycled Wool-Blend V-Neck Sweater,6
578,Women's Regenerative Organic Certified™ Cotton Essential Hoody,1
579,Women's Regenerative Organic Certified™ Cotton Essential Top,1
580,Women's Retro Pile Fleece Hoody,5
581,Women's Retro Pile Fleece Jacket,5
582,Women's Retro Pile Fleece Marsupial Pullover,5
583,Women's Retro Pile Fleece Shacket,5
584,Women's Retro Pile Fleece Vest,5
585,Women's Reversible Cross Shore Bikini Bottoms,5
586,Women's Reversible Seaglass Bay Bikini Top,5
587,Women's Shadowlite High-Impact Adjustable Bra,2
588,Women's Shadowlite Mid-Impact Adjustable Bra,2
589,Women's Silent Down Jacket,6
590,Women's Silent Down Long Parka,6
591,Women's Sindit Hoody Jacket,6
592,Women's Sindit Vest,6
593,Women's Skysail Jacket,6
594,Women's SnowDrifter Bibs,0
595,Women's SnowDrifter Jacket,0
596,Women's Storm Racer Jacket,0
597,Women's Storm Shift Jacket,0
598,Women's Storm Shift Pants,0
599,Women's Stormshadow Parka,6
600,Women's Stormstride Jacket,0
601,Women's Stormstride Pants,0
602,Women's Stretch Hydropeak Surf Shorts,5
603,"Women's Stretch Planing Micro Shorts - 2""",5
604,"Women's Strider Pro Shorts - 3½""",2
605,Women's Sunamee Bikini Bottoms,5
606,Women's Sunamee Shortie Surf Bottoms,5
607,Women's Sunny Tide One-Piece Swimsuit,5
608,Women's Super Free Alpine Jacket,0
609,Women's Swiftcurrent® Expedition Zip-Front Waders,5
610,Women's Swiftcurrent® Traverse Waders,5
